BestError tolerance Kp Ki Kd
1992 CTE: -1.2054 Steering Value: 0.438502
1993 CTE: -1.1319 Steering Value: -0.588502
1994 CTE: -1.0486 Steering Value: -0.400526
1995 CTE: -0.9607 Steering Value: -0.624583
1996 CTE: -0.8693 Steering Value: -0.583573
1997 CTE: -0.7798 Steering Value: -0.632456
1998 CTE: -0.7798 Steering Value: 0.101484
1999 CTE: -0.6885 Steering Value: -0.634173
2000 CTE: -0.5922 Steering Value: -0.474052
2001 CTE: -0.495 Steering Value: -0.634547
2002 CTE: -0.495 Steering Value: 0.0139526
2003 CTE: -0.4221 Steering Value: -0.634629
2004 CTE: -0.4153 Steering Value: -0.130097
2005 CTE: -0.4648 Steering Value: 0.365353
2006 CTE: -0.5151 Steering Value: 0.475425
2007 CTE: -0.5151 Steering Value: 0.129955
2008 CTE: -0.5618 Steering Value: 0.60753
2009 CTE: -0.6056 Steering Value: 0.532159
2010 CTE: -0.6451 Steering Value: 0.63635
2011 CTE: -0.6451 Steering Value: 0.32988
2012 CTE: -0.6796 Steering Value: 0.642638
2013 CTE: -0.7094 Steering Value: 0.575776
2014 CTE: -0.7094 Steering Value: 0.288596
2015 CTE: -0.7339 Steering Value: 0.629422
2016 CTE: -0.7534 Steering Value: 0.566769
2017 CTE: -0.767 Steering Value: 0.641126
2018 CTE: -0.767 Steering Value: 0.371226
2019 CTE: -0.774 Steering Value: 0.62588
2020 CTE: -0.7743 Steering Value: 0.325421
2021 CTE: -0.7669 Steering Value: 0.106139
2022 CTE: -0.7669 Steering Value: 0.370423
2023 CTE: -0.7545 Steering Value: -0.189543
2024 CTE: -0.7354 Steering Value: -0.3769
2025 CTE: -0.7678 Steering Value: 0.462456
2026 CTE: -0.8384 Steering Value: 0.421581
2027 CTE: -0.8384 Steering Value: 0.173101
2028 CTE: -0.9526 Steering Value: 0.595783
2029 CTE: -1.0639 Steering Value: 0.541572
2030 CTE: -1.1678 Steering Value: 0.633787
2031 CTE: -1.2637 Steering Value: 0.62196
2032 CTE: -1.2637 Steering Value: 0.50107
2033 CTE: -1.351 Steering Value: 0.639498
2034 CTE: -1.4294 Steering Value: 0.613124
2035 CTE: -1.4294 Steering Value: 0.541944
2036 CTE: -1.498 Steering Value: 0.63757
2037 CTE: -1.5564 Steering Value: 0.622041
2038 CTE: -1.6036 Steering Value: 0.642904
2039 CTE: -1.6392 Steering Value: 0.639516
2040 CTE: -1.6392 Steering Value: 0.631276
2041 CTE: -1.6626 Steering Value: 0.643328
2042 CTE: -1.6733 Steering Value: 0.64153
2043 CTE: -1.6708 Steering Value: 0.567279
2044 CTE: -1.6547 Steering Value: 0.25685
2045 CTE: -1.625 Steering Value: -0.258453
2046 CTE: -1.584 Steering Value: 0.299426
2047 CTE: -1.6286 Steering Value: 0.447422
2048 CTE: -1.6938 Steering Value: 0.569132
2049 CTE: -1.7487 Steering Value: 0.60142
2050 CTE: -1.7931 Steering Value: 0.627974
2051 CTE: -1.8266 Steering Value: 0.635017
2052 CTE: -1.849 Steering Value: 0.640811
2053 CTE: -1.8604 Steering Value: 0.642347
2054 CTE: -1.8615 Steering Value: 0.643611
2055 CTE: -1.8615 Steering Value: 0.643611
2056 CTE: -1.8508 Steering Value: 0.384757
2057 CTE: -1.8282 Steering Value: 0.15459
2058 CTE: -1.7948 Steering Value: -0.301584
2059 CTE: -1.7524 Steering Value: -0.462466
2060 CTE: -1.704 Steering Value: -0.561988
2061 CTE: -1.6506 Steering Value: -0.555468
2062 CTE: -1.593 Steering Value: -0.618799
2063 CTE: -1.5323 Steering Value: -0.617377
2064 CTE: -1.4693 Steering Value: -0.631194
2065 CTE: -1.4051 Steering Value: -0.630883
2066 CTE: -1.3406 Steering Value: -0.633897
2067 CTE: -1.2768 Steering Value: -0.633829
2068 CTE: -1.2145 Steering Value: -0.634487
2069 CTE: -1.2145 Steering Value: 0.229863
2070 CTE: -1.1583 Steering Value: -0.634616
2071 CTE: -1.124 Steering Value: -0.446044
2072 CTE: -1.1063 Steering Value: -0.32334
2073 CTE: -1.1097 Steering Value: 0.333854
2074 CTE: -1.1159 Steering Value: 0.433266
2075 CTE: -1.121 Steering Value: 0.562949
2076 CTE: -1.1243 Steering Value: 0.522471
2077 CTE: -1.1243 Steering Value: 0.435622
2078 CTE: -1.1253 Steering Value: 0.486634
2079 CTE: -1.1234 Steering Value: 0.379985
2080 CTE: -1.118 Steering Value: 0.316807
2081 CTE: -1.1085 Steering Value: 0.193072
2082 CTE: -1.0946 Steering Value: 0.0151983
2083 CTE: -1.0772 Steering Value: -0.114238
2084 CTE: -1.0574 Steering Value: -0.196702
2085 CTE: -1.0365 Steering Value: -0.290712
2086 CTE: -1.0154 Steering Value: -0.320588
2087 CTE: -0.9953 Steering Value: -0.352193
2088 CTE: -0.9769 Steering Value: -0.31423
2089 CTE: -0.9769 Steering Value: 0.226936
2090 CTE: -0.9605 Steering Value: -0.208175
2091 CTE: -0.9429 Steering Value: -0.1527
2092 CTE: -0.9268 Steering Value: -0.18725
2093 CTE: -0.9278 Steering Value: 0.276615
2094 CTE: -0.9499 Steering Value: 0.462956
2095 CTE: -0.986 Steering Value: 0.564156
2096 CTE: -1.0195 Steering Value: 0.604809
2097 CTE: -1.0495 Steering Value: 0.626887
2098 CTE: -1.0495 Steering Value: 0.441737
2099 CTE: -1.0751 Steering Value: 0.640573
2100 CTE: -1.0958 Steering Value: 0.60018
2101 CTE: -1.1108 Steering Value: 0.643559
2102 CTE: -1.1195 Steering Value: 0.634746
2103 CTE: -1.121 Steering Value: 0.524633
2104 CTE: -1.116 Steering Value: 0.338205
2105 CTE: -1.1036 Steering Value: 0.139353
2106 CTE: -1.0847 Steering Value: -0.152871
2107 CTE: -1.0607 Steering Value: -0.27915
2108 CTE: -1.0333 Steering Value: -0.525425
2109 CTE: -1.0041 Steering Value: -0.557093
2110 CTE: -0.9739 Steering Value: -0.537688
2111 CTE: -0.9435 Steering Value: -0.617731
2112 CTE: -0.9136 Steering Value: -0.613498
2113 CTE: -0.9136 Steering Value: 0.160582
2114 CTE: -0.8851 Steering Value: -0.614506
2115 CTE: -0.8579 Steering Value: -0.459343
2116 CTE: -0.8428 Steering Value: -0.321532
2117 CTE: -0.8341 Steering Value: 0.100782
2118 CTE: -0.8515 Steering Value: 0.43366
2119 CTE: -0.8611 Steering Value: 0.484133
2120 CTE: -0.8759 Steering Value: 0.598417
2121 CTE: -0.8797 Steering Value: 0.459713
2122 CTE: -0.8803 Steering Value: 0.417213
2123 CTE: -0.8803 Steering Value: 0.398452
2124 CTE: -0.8769 Steering Value: 0.272901
2125 CTE: -0.8691 Steering Value: 0.134801
2126 CTE: -0.8573 Steering Value: -0.00723949
2127 CTE: -0.8424 Steering Value: -0.152295
2128 CTE: -0.8255 Steering Value: -0.247177
2129 CTE: -0.8079 Steering Value: -0.169651
2130 CTE: -0.7907 Steering Value: -0.350403
2131 CTE: -0.7736 Steering Value: -0.276119
2132 CTE: -0.7583 Steering Value: -0.270141
2133 CTE: -0.7583 Steering Value: 0.154852
2134 CTE: -0.7447 Steering Value: -0.209495
2135 CTE: -0.7294 Steering Value: -0.193588
2136 CTE: -0.7154 Steering Value: -0.264775
2137 CTE: -0.7028 Steering Value: -0.198173
2138 CTE: -0.6924 Steering Value: -0.152116
2139 CTE: -0.6841 Steering Value: -0.0228296
2140 CTE: -0.6775 Steering Value: -0.0202424
2141 CTE: -0.6719 Steering Value: 0.0786632
2142 CTE: -0.6671 Steering Value: 0.0732117
2143 CTE: -0.6622 Steering Value: 0.0665106
2144 CTE: -0.6572 Steering Value: 0.0919468
2145 CTE: -0.6572 Steering Value: 0.21694
2146 CTE: -0.6518 Steering Value: 0.0394079
2147 CTE: -0.6445 Steering Value: 0.0417097
2148 CTE: -0.6368 Steering Value: -0.0371785
2149 CTE: -0.6284 Steering Value: -0.0319036
2150 CTE: -0.6201 Steering Value: -0.048826
2151 CTE: -0.6116 Steering Value: -0.0696697
2152 CTE: -0.6116 Steering Value: 0.180327
2153 CTE: -0.6035 Steering Value: -0.0834663
2154 CTE: -0.5939 Steering Value: -0.01868
2155 CTE: -0.5856 Steering Value: -0.098095
2156 CTE: -0.578 Steering Value: -0.0643659
2157 CTE: -0.5719 Steering Value: -0.0254322
2158 CTE: -0.5666 Steering Value: 0.033558
2159 CTE: -0.5612 Steering Value: 0.0316227
2160 CTE: -0.5554 Steering Value: -0.00349681
2161 CTE: -0.5554 Steering Value: 0.177749
2162 CTE: -0.5493 Steering Value: -0.0227898
2163 CTE: -0.5415 Steering Value: -0.024374
2164 CTE: -0.5332 Steering Value: -0.0596238
2165 CTE: -0.5246 Steering Value: -0.097069
2166 CTE: -0.5159 Steering Value: -0.126303
2167 CTE: -0.5159 Steering Value: 0.145569
2168 CTE: -0.5079 Steering Value: -0.121377
2169 CTE: -0.4984 Steering Value: -0.0649128
2170 CTE: -0.4893 Steering Value: -0.179215
2171 CTE: -0.4804 Steering Value: -0.127997
2172 CTE: -0.4728 Steering Value: -0.116978
2173 CTE: -0.4728 Steering Value: 0.106549
2174 CTE: -0.4661 Steering Value: -0.0581981
2175 CTE: -0.4587 Steering Value: -0.0665857
2176 CTE: -0.4516 Steering Value: -0.0952828
2177 CTE: -0.445 Steering Value: -0.0834674
2178 CTE: -0.4392 Steering Value: -0.0558058
2179 CTE: -0.4392 Steering Value: 0.114781
2180 CTE: -0.4341 Steering Value: -0.0602797
2181 CTE: -0.4281 Steering Value: -0.0191914
2182 CTE: -0.4225 Steering Value: -0.0159258
2183 CTE: -0.4172 Steering Value: -0.0518849
2184 CTE: -0.412 Steering Value: -0.00606481
2185 CTE: -0.4072 Steering Value: -0.0453498
2186 CTE: -0.4072 Steering Value: 0.114648
2187 CTE: -0.4029 Steering Value: -0.028549
2188 CTE: -0.3976 Steering Value: 0.00862674
2189 CTE: -0.3924 Steering Value: -0.0376409
2190 CTE: -0.387 Steering Value: -0.0469589
2191 CTE: -0.3818 Steering Value: -0.0523627
2192 CTE: -0.3818 Steering Value: 0.110136
2193 CTE: -0.3768 Steering Value: -0.0261543
2194 CTE: -0.3675 Steering Value: -0.152539
2195 CTE: -0.3666 Steering Value: 0.0780829
2196 CTE: -0.3235 Steering Value: -0.529471
2197 CTE: -0.3235 Steering Value: 0.0675792
2198 CTE: -0.293 Steering Value: -0.611705
2199 CTE: -0.2625 Steering Value: -0.481449
2200 CTE: -0.2357 Steering Value: -0.629646
2201 CTE: -0.2126 Steering Value: -0.587447
2202 CTE: -0.1941 Steering Value: -0.63356
2203 CTE: -0.1808 Steering Value: -0.439557
2204 CTE: -0.1731 Steering Value: -0.323108
2205 CTE: -0.1731 Steering Value: -0.0824839
2206 CTE: -0.1706 Steering Value: -0.0936287
2207 CTE: -0.1718 Steering Value: 0.0773525
2208 CTE: -0.1765 Steering Value: 0.160016
2209 CTE: -0.1837 Steering Value: 0.315794
2210 CTE: -0.1837 Steering Value: 0.075793
2211 CTE: -0.1911 Steering Value: 0.3767
2212 CTE: -0.1999 Steering Value: 0.311893
2213 CTE: -0.2077 Steering Value: 0.392051
2214 CTE: -0.215 Steering Value: 0.339131
2215 CTE: -0.2205 Steering Value: 0.327366
2216 CTE: -0.2205 Steering Value: 0.15549
2217 CTE: -0.2239 Steering Value: 0.236843
2218 CTE: -0.226 Steering Value: 0.160794
2219 CTE: -0.2261 Steering Value: 0.126881
2220 CTE: -0.2243 Steering Value: 0.0499284
2221 CTE: -0.2243 Steering Value: 0.106178
2222 CTE: -0.2215 Steering Value: 0.00337246
2223 CTE: -0.2171 Steering Value: -0.054564
2224 CTE: -0.2118 Steering Value: -0.0975414
2225 CTE: -0.2061 Steering Value: -0.136266
2226 CTE: -0.2061 Steering Value: 0.0537334
2227 CTE: -0.2008 Steering Value: -0.121563
2228 CTE: -0.1945 Steering Value: -0.111413
2229 CTE: -0.1886 Steering Value: -0.121395
2230 CTE: -0.1831 Steering Value: -0.148902
2231 CTE: -0.1782 Steering Value: -0.144216
2232 CTE: -0.1782 Steering Value: 0.0307829
2233 CTE: -0.1743 Steering Value: -0.0972405
2234 CTE: -0.1701 Steering Value: -0.0784463
2235 CTE: -0.1666 Steering Value: -0.0549266
2236 CTE: -0.1636 Steering Value: -0.0324076
2237 CTE: -0.161 Steering Value: -0.0465411
2238 CTE: -0.1588 Steering Value: -0.0289554
2239 CTE: -0.1588 Steering Value: 0.0443771
2240 CTE: -0.1569 Steering Value: -0.018773
2241 CTE: -0.1547 Steering Value: 0.00200518
2242 CTE: -0.1527 Steering Value: -0.0211443
2243 CTE: -0.1507 Steering Value: -0.0172107
2244 CTE: -0.1507 Steering Value: 0.0494555
2245 CTE: -0.1487 Steering Value: -0.0220033
2246 CTE: -0.1464 Steering Value: -0.0133577
2247 CTE: -0.144 Steering Value: -0.0327927
2248 CTE: -0.1417 Steering Value: -0.0387388
2249 CTE: -0.1417 Steering Value: 0.0434036
2250 CTE: -0.1395 Steering Value: -0.0361267
2251 CTE: -0.1368 Steering Value: -0.0250948
2252 CTE: -0.1343 Steering Value: -0.0471166
2253 CTE: -0.1343 Steering Value: 0.0362164
2254 CTE: -0.1319 Steering Value: -0.0469016
2255 CTE: -0.1291 Steering Value: -0.0232454
2256 CTE: -0.1265 Steering Value: -0.0406964
2257 CTE: -0.1239 Steering Value: -0.0507599
2258 CTE: -0.1215 Steering Value: -0.0486205
2259 CTE: -0.1215 Steering Value: 0.0313789
2260 CTE: -0.1193 Steering Value: -0.0397597
2261 CTE: -0.1168 Steering Value: -0.0237508
2262 CTE: -0.1144 Steering Value: -0.0562609
2263 CTE: -0.1144 Steering Value: 0.0294531
2264 CTE: -0.1124 Steering Value: -0.030302
2265 CTE: -0.1095 Steering Value: -0.0259637
2266 CTE: 0.1322 Steering Value: -0.502803
2267 CTE: 0.1517 Steering Value: -0.501857
2268 CTE: -0.0205 Steering Value: 0.394113
2269 CTE: -0.0205 Steering Value: -0.0997365
2270 CTE: 0.0537 Steering Value: -0.41021
2271 CTE: 0.1267 Steering Value: -0.517952
2272 CTE: 0.1967 Steering Value: -0.585686
2273 CTE: 0.1967 Steering Value: -0.144696
2274 CTE: 0.2626 Steering Value: -0.623969
2275 CTE: 0.5015 Steering Value: -0.52776
2276 CTE: 0.5532 Steering Value: -0.632321
2277 CTE: 0.5999 Steering Value: -0.611332
2278 CTE: 0.6412 Steering Value: -0.634143
2279 CTE: 0.6762 Steering Value: -0.629565
2280 CTE: 0.6762 Steering Value: -0.332425
2281 CTE: 0.725 Steering Value: -0.633542
2282 CTE: 0.725 Steering Value: -0.351042
2283 CTE: 0.7373 Steering Value: -0.63441
2284 CTE: 0.7427 Steering Value: -0.445589
2285 CTE: 0.739 Steering Value: -0.224158
2286 CTE: 0.7267 Steering Value: 0.0985829
2287 CTE: 0.7267 Steering Value: -0.311415
2288 CTE: 0.7103 Steering Value: 0.397939
2289 CTE: 0.6867 Steering Value: 0.385412
2290 CTE: 0.6596 Steering Value: 0.590624
2291 CTE: 0.6596 Steering Value: -0.107256
2292 CTE: 0.63 Steering Value: 0.632662
2293 CTE: 0.5956 Steering Value: 0.480408
2294 CTE: 0.5595 Steering Value: 0.641833
2295 CTE: 0.5245 Steering Value: 0.608616
2296 CTE: 0.5245 Steering Value: -0.0487338
2297 CTE: 0.5246 Steering Value: -0.0234252
2298 CTE: 0.532 Steering Value: -0.351425
2299 CTE: 0.5687 Steering Value: -0.501303
2300 CTE: 0.6119 Steering Value: -0.572861
2301 CTE: 0.6497 Steering Value: -0.605559
2302 CTE: 0.6497 Steering Value: -0.300469
2303 CTE: 0.6812 Steering Value: -0.628305
2304 CTE: 0.7073 Steering Value: -0.561745
2305 CTE: 0.7262 Steering Value: -0.633267
2306 CTE: 0.7383 Steering Value: -0.618746
2307 CTE: 0.7429 Steering Value: -0.485001
2308 CTE: 0.7399 Steering Value: -0.253155
2309 CTE: 0.7399 Steering Value: -0.353152
2310 CTE: 0.7307 Steering Value: -0.0515849
2311 CTE: 0.7149 Steering Value: 0.071381
2312 CTE: 0.6945 Steering Value: 0.464201
2313 CTE: 0.6706 Steering Value: 0.519381
2314 CTE: 0.6451 Steering Value: 0.605081
2315 CTE: 0.6187 Steering Value: 0.617119
2316 CTE: 0.5924 Steering Value: 0.635816
2317 CTE: 0.5924 Steering Value: -0.0419037
2318 CTE: 0.5669 Steering Value: 0.642521
2319 CTE: 0.5395 Steering Value: 0.494665
2320 CTE: 0.5138 Steering Value: 0.643984
2321 CTE: 0.5138 Steering Value: -0.0101556
2322 CTE: 0.4907 Steering Value: 0.644303
2323 CTE: 0.4671 Steering Value: 0.501592
2324 CTE: 0.4469 Steering Value: 0.644373
2325 CTE: 0.4308 Steering Value: 0.431219
2326 CTE: 0.4197 Steering Value: 0.414905
2327 CTE: 0.4197 Steering Value: 0.0184785
2328 CTE: 0.4135 Steering Value: 0.176943
2329 CTE: 0.4094 Steering Value: -0.0124816
2330 CTE: 0.4087 Steering Value: -0.060756
2331 CTE: 0.4098 Steering Value: -0.161142
2332 CTE: 0.4098 Steering Value: -0.121855
2333 CTE: 0.4115 Steering Value: -0.20202
2334 CTE: 0.4139 Steering Value: -0.221948
2335 CTE: 0.4159 Steering Value: -0.223861
2336 CTE: 0.4173 Steering Value: -0.219805
2337 CTE: 0.4173 Steering Value: -0.169804
2338 CTE: 0.4176 Steering Value: -0.179427
2339 CTE: 0.417 Steering Value: -0.13691
2340 CTE: 0.4188 Steering Value: -0.213919
2341 CTE: 0.4188 Steering Value: -0.160977
2342 CTE: 0.4728 Steering Value: -0.542862
2343 CTE: 0.565 Steering Value: -0.531312
2344 CTE: 0.7058 Steering Value: -0.614626
2345 CTE: 0.8782 Steering Value: -0.612107
2346 CTE: 1.0724 Steering Value: -0.630283
2347 CTE: 1.0724 Steering Value: -0.452003
2348 CTE: 1.2631 Steering Value: -0.633698
2349 CTE: 1.4468 Steering Value: -0.594804
2350 CTE: 1.624 Steering Value: -0.634444
2351 CTE: 1.795 Steering Value: -0.625959
2352 CTE: 1.9589 Steering Value: -0.634607
2353 CTE: 2.4025 Steering Value: -0.632755
2354 CTE: 2.5323 Steering Value: -0.634642
2355 CTE: 2.6519 Steering Value: -0.634238
2356 CTE: 2.6519 Steering Value: -0.634238
2357 CTE: 2.761 Steering Value: -0.634561
2358 CTE: 2.859 Steering Value: -0.634561
2359 CTE: 2.9454 Steering Value: -0.634632
2360 CTE: 3.0196 Steering Value: -0.634632
2361 CTE: 3.0812 Steering Value: -0.634648
2362 CTE: 3.0812 Steering Value: -0.634648
2363 CTE: 3.1298 Steering Value: -0.634651
2364 CTE: 3.1649 Steering Value: -0.634651
2365 CTE: 3.1861 Steering Value: -0.634652
2366 CTE: 3.193 Steering Value: -0.634652
2367 CTE: 3.193 Steering Value: -0.634652
2368 CTE: 3.185 Steering Value: -0.634652
2369 CTE: 3.1621 Steering Value: -0.367662
2370 CTE: 3.1238 Steering Value: 0.125076
2371 CTE: 3.0721 Steering Value: 0.362483
2372 CTE: 3.0721 Steering Value: -0.576404
2373 CTE: 3.0104 Steering Value: 0.582889
2374 CTE: 2.9344 Steering Value: 0.378056
2375 CTE: 2.8489 Steering Value: 0.630975
2376 CTE: 2.7649 Steering Value: 0.586286
2377 CTE: 2.7649 Steering Value: -0.413714
2378 CTE: 2.6733 Steering Value: 0.631716
2379 CTE: 2.5716 Steering Value: 0.413549
2380 CTE: 2.4639 Steering Value: 0.641626
2381 CTE: 2.3513 Steering Value: 0.59403
2382 CTE: 2.2346 Steering Value: 0.643789
2383 CTE: 2.1145 Steering Value: 0.633405
2384 CTE: 2.1145 Steering Value: -0.366595
2385 CTE: 1.992 Steering Value: 0.641996
2386 CTE: 1.8622 Steering Value: 0.423829
2387 CTE: 1.7305 Steering Value: 0.643869
2388 CTE: 1.5981 Steering Value: 0.596273
2389 CTE: 1.5981 Steering Value: -0.383157
2390 CTE: 1.4659 Steering Value: 0.633895
2391 CTE: 1.3289 Steering Value: 0.420216
2392 CTE: 1.1926 Steering Value: 0.642102
2393 CTE: 1.0575 Steering Value: 0.595484
2394 CTE: 1.0575 Steering Value: -0.221766
2395 CTE: 0.944 Steering Value: 0.633722
2396 CTE: 0.8729 Steering Value: 0.455426
2397 CTE: 0.8246 Steering Value: 0.642065
2398 CTE: 0.845 Steering Value: -0.396834
2399 CTE: 0.8963 Steering Value: -0.356115
2400 CTE: 0.9904 Steering Value: -0.582768
2401 CTE: 0.9904 Steering Value: -0.379888
2402 CTE: 1.0948 Steering Value: -0.623333
2403 CTE: 1.1978 Steering Value: -0.579071
2404 CTE: 1.299 Steering Value: -0.632183
2405 CTE: 1.3977 Steering Value: -0.622526
2406 CTE: 1.3977 Steering Value: -0.541836
2407 CTE: 1.4933 Steering Value: -0.632006
2408 CTE: 1.5851 Steering Value: -0.614403
2409 CTE: 1.6725 Steering Value: -0.634074
2410 CTE: 1.6725 Steering Value: -0.634074
2411 CTE: 1.7548 Steering Value: -0.634526
2412 CTE: 1.8313 Steering Value: -0.634526
2413 CTE: 1.8313 Steering Value: -0.634526
2414 CTE: 1.9013 Steering Value: -0.634624
2415 CTE: 1.9641 Steering Value: -0.634624
2416 CTE: 2.0192 Steering Value: -0.634646
2417 CTE: 2.0658 Steering Value: -0.634646
2418 CTE: 2.1033 Steering Value: -0.63465
2419 CTE: 2.1033 Steering Value: -0.63465
2420 CTE: 2.131 Steering Value: -0.634651
2421 CTE: 2.1484 Steering Value: -0.634651
2422 CTE: 2.155 Steering Value: -0.634652
2423 CTE: 2.1501 Steering Value: -0.626564
2424 CTE: 2.1501 Steering Value: -0.634652
2425 CTE: 2.1334 Steering Value: -0.176481
2426 CTE: 2.1043 Steering Value: 0.14343
2427 CTE: 2.0662 Steering Value: 0.465305
2428 CTE: 2.0662 Steering Value: -0.534695
2429 CTE: 2.0215 Steering Value: 0.514779
2430 CTE: 1.9654 Steering Value: 0.387156
2431 CTE: 1.9033 Steering Value: 0.616115
2432 CTE: 1.836 Steering Value: 0.588272
2433 CTE: 1.7644 Steering Value: 0.638223
2434 CTE: 1.7644 Steering Value: -0.361777
2435 CTE: 1.6891 Steering Value: 0.643046
2436 CTE: 1.6072 Steering Value: 0.42488
2437 CTE: 1.5226 Steering Value: 0.644099
2438 CTE: 1.4362 Steering Value: 0.596502
2439 CTE: 1.3483 Steering Value: 0.644328
2440 CTE: 1.3483 Steering Value: -0.260162
2441 CTE: 1.2598 Steering Value: 0.644378
2442 CTE: 1.1663 Steering Value: 0.447049
2443 CTE: 1.0726 Steering Value: 0.644389
2444 CTE: 0.9795 Steering Value: 0.601339
2445 CTE: 0.9795 Steering Value: -0.192511
2446 CTE: 0.888 Steering Value: 0.634999
2447 CTE: 0.7935 Steering Value: 0.461809
2448 CTE: 0.7011 Steering Value: 0.642343
2449 CTE: 0.6116 Steering Value: 0.604559
2450 CTE: 0.6116 Steering Value: -0.0789208
2451 CTE: 0.5258 Steering Value: 0.635702
2452 CTE: 0.4395 Steering Value: 0.48659
2453 CTE: 0.3615 Steering Value: 0.642497
2454 CTE: 0.3057 Steering Value: 0.609965
2455 CTE: 0.2846 Steering Value: 0.586098
2456 CTE: 0.2793 Steering Value: 0.192564
2457 CTE: 0.3195 Steering Value: -0.368325
2458 CTE: 0.3195 Steering Value: 0.0358246
2459 CTE: 0.3619 Steering Value: -0.576548
2460 CTE: 0.4078 Steering Value: -0.488377
2461 CTE: 0.455 Steering Value: -0.621976
2462 CTE: 0.5027 Steering Value: -0.60274
2463 CTE: 0.5027 Steering Value: -0.25355
2464 CTE: 0.5504 Steering Value: -0.62769
2465 CTE: 0.5978 Steering Value: -0.551508
2466 CTE: 0.644 Steering Value: -0.633133
2467 CTE: 0.688 Steering Value: -0.616513
2468 CTE: 0.7293 Steering Value: -0.634321
2469 CTE: 0.7293 Steering Value: -0.353111
2470 CTE: 0.7671 Steering Value: -0.63458
2471 CTE: 0.8014 Steering Value: -0.573229
2472 CTE: 0.831 Steering Value: -0.634636
2473 CTE: 0.8551 Steering Value: -0.621252
2474 CTE: 0.8551 Steering Value: -0.377782
2475 CTE: 0.8729 Steering Value: -0.631729
2476 CTE: 0.885 Steering Value: -0.578611
2477 CTE: 0.8897 Steering Value: -0.568784
2478 CTE: 0.8863 Steering Value: -0.293875
2479 CTE: 0.8743 Steering Value: 0.0174243
2480 CTE: 0.8555 Steering Value: 0.235981
2481 CTE: 0.8555 Steering Value: -0.316955
2482 CTE: 0.8332 Steering Value: 0.392172
2483 CTE: 0.8041 Steering Value: 0.434658
2484 CTE: 0.7722 Steering Value: 0.589366
2485 CTE: 0.7382 Steering Value: 0.598636
2486 CTE: 0.7382 Steering Value: -0.122824
2487 CTE: 0.7019 Steering Value: 0.63441
2488 CTE: 0.693 Steering Value: 0.0472352
2489 CTE: 0.6952 Steering Value: -0.135097
2490 CTE: 0.7262 Steering Value: -0.485887
2491 CTE: 0.7705 Steering Value: -0.525666
2492 CTE: 0.7705 Steering Value: -0.256816
2493 CTE: 0.8148 Steering Value: -0.610875
2494 CTE: 0.8542 Steering Value: -0.552221
2495 CTE: 0.8867 Steering Value: -0.629464
2496 CTE: 0.9118 Steering Value: -0.616668
2497 CTE: 0.9288 Steering Value: -0.63352
2498 CTE: 0.937 Steering Value: -0.630729
2499 CTE: 0.937 Steering Value: -0.411829
2500 CTE: 0.936 Steering Value: -0.378882
2501 CTE: 0.9263 Steering Value: -0.0944865
2502 CTE: 0.9081 Steering Value: 0.255383
2503 CTE: 0.8837 Steering Value: 0.328081
2504 CTE: 0.8554 Steering Value: 0.559524
2505 CTE: 0.8554 Steering Value: -0.197096
2506 CTE: 0.8241 Steering Value: 0.625877
2507 CTE: 0.7869 Steering Value: 0.460808
2508 CTE: 0.7476 Steering Value: 0.640353
2509 CTE: 0.7069 Steering Value: 0.60434
2510 CTE: 0.6659 Steering Value: 0.643511
2511 CTE: 0.6659 Steering Value: -0.0562586
2512 CTE: 0.6252 Steering Value: 0.6442
2513 CTE: 0.5823 Steering Value: 0.491534
2514 CTE: 0.5406 Steering Value: 0.64435
2515 CTE: 0.5011 Steering Value: 0.611044
2516 CTE: 0.4024 Steering Value: 0.644383
2517 CTE: 0.3781 Steering Value: 0.637117
2518 CTE: 0.3591 Steering Value: 0.511656
2519 CTE: 0.3458 Steering Value: 0.430238
2520 CTE: 0.338 Steering Value: 0.274029
2521 CTE: 0.338 Steering Value: 0.0140335
2522 CTE: 0.335 Steering Value: 0.0702346
2523 CTE: 0.3346 Steering Value: -0.0801775
2524 CTE: 0.3374 Steering Value: -0.15209
2525 CTE: 0.342 Steering Value: -0.269619
2526 CTE: 0.342 Steering Value: -0.116284
2527 CTE: 0.3469 Steering Value: -0.322417
2528 CTE: 0.3527 Steering Value: -0.259191
2529 CTE: 0.3578 Steering Value: -0.323874
2530 CTE: 0.3621 Steering Value: -0.295745
2531 CTE: 0.3647 Steering Value: -0.244683
2532 CTE: 0.3653 Steering Value: -0.190306
2533 CTE: 0.3653 Steering Value: -0.170304
2534 CTE: 0.3647 Steering Value: -0.131331
2535 CTE: 0.3626 Steering Value: -0.0765028
2536 CTE: 0.3643 Steering Value: -0.19485
2537 CTE: 0.3892 Steering Value: -0.512882
2538 CTE: 0.3892 Steering Value: -0.129642
2539 CTE: 0.4283 Steering Value: -0.608086
2540 CTE: 0.4889 Steering Value: -0.524476
2541 CTE: 0.5641 Steering Value: -0.628856
2542 CTE: 0.6475 Steering Value: -0.610615
2543 CTE: 0.6475 Steering Value: -0.304865
2544 CTE: 0.7965 Steering Value: -0.629408
2545 CTE: 0.7965 Steering Value: -0.368358
2546 CTE: 0.8602 Steering Value: -0.633508
2547 CTE: 0.9176 Steering Value: -0.576555
2548 CTE: 0.9664 Steering Value: -0.634403
