BestError tolerance Kp Ki Kd
5945 CTE: 0.2173 Steering Value: -0.167102
5946 CTE: 0.2162 Steering Value: -0.0903692
5947 CTE: 0.2162 Steering Value: -0.129654
5948 CTE: 0.2129 Steering Value: 0.0471451
5949 CTE: 0.2072 Steering Value: 0.0914865
5950 CTE: 0.2003 Steering Value: 0.219388
5951 CTE: 0.2003 Steering Value: -0.0459965
5952 CTE: 0.1941 Steering Value: 0.14844
5953 CTE: 0.1865 Steering Value: 0.175322
5954 CTE: 0.1792 Steering Value: 0.225765
5955 CTE: 0.1729 Steering Value: 0.215187
5956 CTE: 0.1729 Steering Value: -0.0098128
5957 CTE: 0.1681 Steering Value: 0.141501
5958 CTE: 0.1633 Steering Value: 0.112677
5959 CTE: 0.1597 Steering Value: 0.0992676
5960 CTE: 0.1597 Steering Value: -0.0132321
5961 CTE: 0.1572 Steering Value: 0.06759
5962 CTE: 0.155 Steering Value: 0.0329919
5963 CTE: 0.1537 Steering Value: 0.00855448
5964 CTE: 0.1537 Steering Value: -0.0275563
5965 CTE: 0.1531 Steering Value: -0.0188275
5966 CTE: 0.1528 Steering Value: -0.0373303
5967 CTE: 0.1528 Steering Value: -0.0461402
5968 CTE: 0.1528 Steering Value: -0.0461402
5969 CTE: 0.153 Steering Value: -0.0588255
5970 CTE: 0.1533 Steering Value: -0.061624
5971 CTE: 0.1536 Steering Value: -0.0658206
5972 CTE: 0.1537 Steering Value: -0.0585251
5973 CTE: 0.1537 Steering Value: -0.0557468
5974 CTE: 0.1536 Steering Value: -0.0514692
5975 CTE: 0.1533 Steering Value: -0.0436299
5976 CTE: 0.1527 Steering Value: -0.0318029
5977 CTE: 0.1527 Steering Value: -0.0532311
5978 CTE: 0.152 Steering Value: -0.0281421
5979 CTE: 0.151 Steering Value: -0.0173911
5980 CTE: 0.1498 Steering Value: -0.00441496
5981 CTE: 0.1498 Steering Value: -0.0472718
5982 CTE: 0.1518 Steering Value: -0.114124
5983 CTE: 0.1789 Steering Value: -0.506506
5984 CTE: 0.1894 Steering Value: -0.386734
5985 CTE: 0.1894 Steering Value: -0.0779106
5986 CTE: 0.225 Steering Value: -0.580564
5987 CTE: 0.259 Steering Value: -0.513189
5988 CTE: 0.2886 Steering Value: -0.622852
5989 CTE: 0.2886 Steering Value: -0.209432
5990 CTE: 0.3143 Steering Value: -0.632078
5991 CTE: 0.3367 Steering Value: -0.541884
5992 CTE: 0.3547 Steering Value: -0.63409
5993 CTE: 0.3547 Steering Value: -0.2405
5994 CTE: 0.3674 Steering Value: -0.634529
5995 CTE: 0.3759 Steering Value: -0.427057
5996 CTE: 0.3787 Steering Value: -0.355928
5997 CTE: 0.3756 Steering Value: -0.0987095
5998 CTE: 0.3756 Steering Value: -0.202042
5999 CTE: 0.3686 Steering Value: 0.105026
6000 CTE: 0.3573 Steering Value: 0.205664
6001 CTE: 0.3436 Steering Value: 0.380307
6002 CTE: 0.3436 Steering Value: -0.076359
6003 CTE: 0.3293 Steering Value: 0.464654
6004 CTE: 0.3123 Steering Value: 0.487149
6005 CTE: 0.3123 Steering Value: -0.106541
6006 CTE: 0.2958 Steering Value: 0.610088
6007 CTE: 0.2769 Steering Value: 0.480564
6008 CTE: 0.2592 Steering Value: 0.612272
6009 CTE: 0.2592 Steering Value: 0.059148
6010 CTE: 0.2435 Steering Value: 0.526099
6011 CTE: 0.2276 Steering Value: 0.478431
6012 CTE: 0.2138 Steering Value: 0.547301
6013 CTE: 0.2138 Steering Value: 0.0544447
6014 CTE: 0.1949 Steering Value: 0.623211
6015 CTE: 0.1752 Steering Value: 0.481546
6016 CTE: 0.1595 Steering Value: 0.553685
6017 CTE: 0.1488 Steering Value: 0.420891
6018 CTE: 0.1488 Steering Value: 0.0642249
6019 CTE: 0.1436 Steering Value: 0.225885
6020 CTE: 0.1411 Steering Value: 0.0716435
6021 CTE: 0.1411 Steering Value: -0.0245102
6022 CTE: 0.1415 Steering Value: -0.038397
6023 CTE: 0.144 Steering Value: -0.128073
6024 CTE: 0.1483 Steering Value: -0.202631
6025 CTE: 0.1483 Steering Value: -0.0490593
6026 CTE: 0.1529 Steering Value: -0.230019
6027 CTE: 0.1589 Steering Value: -0.254565
6028 CTE: 0.1645 Steering Value: -0.282392
6029 CTE: 0.1645 Steering Value: -0.0957251
6030 CTE: 0.169 Steering Value: -0.269215
6031 CTE: 0.1736 Steering Value: -0.196934
6032 CTE: 0.1766 Steering Value: -0.207907
6033 CTE: 0.1783 Steering Value: -0.137384
6034 CTE: 0.1784 Steering Value: -0.0984042
6035 CTE: 0.1784 Steering Value: -0.0950702
6036 CTE: 0.1776 Steering Value: -0.0423697
6037 CTE: 0.1759 Steering Value: -0.0224812
6038 CTE: 0.1735 Steering Value: 0.0175138
6039 CTE: 0.1735 Steering Value: -0.0574858
6040 CTE: 0.1709 Steering Value: 0.0492159
6041 CTE: 0.1677 Steering Value: 0.0476228
6042 CTE: 0.1677 Steering Value: -0.0590436
6043 CTE: 0.1645 Steering Value: 0.0879242
6044 CTE: 0.1607 Steering Value: 0.0693825
6045 CTE: 0.1574 Steering Value: 0.0936263
6046 CTE: 0.1574 Steering Value: -0.0242305
6047 CTE: 0.1548 Steering Value: 0.0542644
6048 CTE: 0.1521 Steering Value: 0.0428915
6049 CTE: 0.15 Steering Value: 0.0456457
6050 CTE: 0.15 Steering Value: -0.029354
6051 CTE: 0.1485 Steering Value: 0.0227876
6052 CTE: 0.1664 Steering Value: -0.500016
6053 CTE: 0.1776 Steering Value: -0.311168
6054 CTE: 0.1872 Steering Value: -0.48144
6055 CTE: 0.2067 Steering Value: -0.564079
6056 CTE: 0.2067 Steering Value: -0.126089
6057 CTE: 0.2238 Steering Value: -0.619255
6058 CTE: 0.2389 Steering Value: -0.514816
6059 CTE: 0.2501 Steering Value: -0.579656
6060 CTE: 0.2501 Steering Value: -0.206322
6061 CTE: 0.2566 Steering Value: -0.431777
6062 CTE: 0.2598 Steering Value: -0.213263
6063 CTE: 0.2586 Steering Value: -0.130472
6064 CTE: 0.2538 Steering Value: 0.0311405
6065 CTE: 0.2538 Steering Value: -0.118859
6066 CTE: 0.2472 Steering Value: 0.172155
6067 CTE: 0.2379 Steering Value: 0.139007
6068 CTE: 0.2281 Steering Value: 0.141901
6069 CTE: 0.218 Steering Value: 0.329448
6070 CTE: 0.208 Steering Value: 0.305698
6071 CTE: 0.1996 Steering Value: 0.295801
6072 CTE: 0.1934 Steering Value: 0.219146
6073 CTE: 0.1934 Steering Value: 0.0124808
6074 CTE: 0.189 Steering Value: 0.110707
6075 CTE: 0.185 Steering Value: 0.084364
6076 CTE: 0.1821 Steering Value: 0.0699964
6077 CTE: 0.1821 Steering Value: -0.0266698
6078 CTE: 0.1803 Steering Value: 0.0292738
6079 CTE: 0.1788 Steering Value: -0.0139842
6080 CTE: 0.178 Steering Value: -0.018206
6081 CTE: 0.1778 Steering Value: -0.046334
6082 CTE: 0.1778 Steering Value: -0.0525834
6083 CTE: 0.1777 Steering Value: -0.0560393
6084 CTE: 0.1778 Steering Value: -0.0636365
6085 CTE: 0.1778 Steering Value: -0.0617586
6086 CTE: 0.1778 Steering Value: -0.0617586
6087 CTE: 0.1778 Steering Value: -0.0630056
6088 CTE: 0.1776 Steering Value: -0.0562791
6089 CTE: 0.1772 Steering Value: -0.0525719
6090 CTE: 0.1766 Steering Value: -0.0464506
6091 CTE: 0.1757 Steering Value: -0.0303726
6092 CTE: 0.1757 Steering Value: -0.060372
6093 CTE: 0.1748 Steering Value: -0.023116
6094 CTE: 0.1734 Steering Value: -0.0224951
6095 CTE: 0.1719 Steering Value: -0.0111395
6096 CTE: 0.1703 Steering Value: -0.00219013
6097 CTE: 0.1703 Steering Value: -0.0521896
6098 CTE: 0.1687 Steering Value: 0.00271995
6099 CTE: 0.1667 Steering Value: -0.0438903
6100 CTE: 0.1596 Steering Value: 0.0524658
6101 CTE: 0.1577 Steering Value: -0.000300843
6102 CTE: 0.1564 Steering Value: 0.0116662
6103 CTE: 0.1553 Steering Value: -0.00847444
6104 CTE: 0.1545 Steering Value: -0.0133319
6105 CTE: 0.1552 Steering Value: -0.064047
6106 CTE: 0.1611 Steering Value: -0.231808
6107 CTE: 0.1611 Steering Value: -0.0474312
6108 CTE: 0.1703 Steering Value: -0.404522
6109 CTE: 0.1844 Steering Value: -0.41436
6110 CTE: 0.2002 Steering Value: -0.584445
6111 CTE: 0.215 Steering Value: -0.586592
6112 CTE: 0.215 Steering Value: -0.151092
6113 CTE: 0.2257 Steering Value: -0.57402
6114 CTE: 0.2338 Steering Value: -0.337531
6115 CTE: 0.2374 Steering Value: -0.305145
6116 CTE: 0.2365 Steering Value: -0.117097
6117 CTE: 0.2311 Steering Value: 0.0479044
6118 CTE: 0.2311 Steering Value: -0.132095
6119 CTE: 0.2237 Steering Value: 0.193815
6120 CTE: 0.2133 Steering Value: 0.235999
6121 CTE: 0.2017 Steering Value: 0.290844
6122 CTE: 0.1902 Steering Value: 0.381567
6123 CTE: 0.1902 Steering Value: -0.00176535
6124 CTE: 0.18 Steering Value: 0.333053
6125 CTE: 0.1688 Steering Value: 0.326116
6126 CTE: 0.1595 Steering Value: 0.273355
6127 CTE: 0.1527 Steering Value: 0.255811
6128 CTE: 0.1527 Steering Value: 0.0291449
6129 CTE: 0.1482 Steering Value: 0.175871
6130 CTE: 0.1445 Steering Value: 0.0901497
6131 CTE: 0.1428 Steering Value: 0.0379727
6132 CTE: 0.1426 Steering Value: -0.0116126
6133 CTE: 0.1436 Steering Value: -0.0603998
6134 CTE: 0.1436 Steering Value: -0.0309875
6135 CTE: 0.1451 Steering Value: -0.106471
6136 CTE: 0.1471 Steering Value: -0.11375
6137 CTE: 0.1471 Steering Value: -0.0470831
6138 CTE: 0.149 Steering Value: -0.133566
6139 CTE: 0.1512 Steering Value: -0.125157
6140 CTE: 0.1528 Steering Value: -0.128315
6141 CTE: 0.1538 Steering Value: -0.0990496
6142 CTE: 0.1538 Steering Value: -0.0696374
6143 CTE: 0.1542 Steering Value: -0.0773949
6144 CTE: 0.1543 Steering Value: -0.0610083
6145 CTE: 0.1538 Steering Value: -0.0425506
6146 CTE: 0.1528 Steering Value: -0.0259312
6147 CTE: 0.1528 Steering Value: -0.0553424
6148 CTE: 0.1516 Steering Value: -0.00447214
6149 CTE: 0.1499 Steering Value: -0.000111105
6150 CTE: 0.1481 Steering Value: 0.00576985
6151 CTE: 0.1462 Steering Value: 0.0277805
6152 CTE: 0.1462 Steering Value: -0.0400761
6153 CTE: 0.1445 Steering Value: 0.0272323
6154 CTE: 0.1425 Steering Value: 0.014814
6155 CTE: 0.1407 Steering Value: 0.0275382
6156 CTE: 0.1391 Steering Value: 0.0224522
6157 CTE: 0.1391 Steering Value: -0.0346902
6158 CTE: 0.1378 Steering Value: 0.00560088
6159 CTE: 0.1364 Steering Value: -0.00350407
6160 CTE: 0.1351 Steering Value: 0.0109283
6161 CTE: 0.134 Steering Value: -0.00278245
6162 CTE: 0.134 Steering Value: -0.037157
6163 CTE: 0.1331 Steering Value: -0.0117292
6164 CTE: 0.1321 Steering Value: -0.0145172
6165 CTE: 0.1313 Steering Value: -0.0114749
6166 CTE: 0.1337 Steering Value: -0.11447
6167 CTE: 0.1337 Steering Value: -0.0394695
6168 CTE: 0.1418 Steering Value: -0.301941
6169 CTE: 0.1517 Steering Value: -0.34149
6170 CTE: 0.1656 Steering Value: -0.477536
6171 CTE: 0.1815 Steering Value: -0.570694
6172 CTE: 0.1938 Steering Value: -0.54289
6173 CTE: 0.1938 Steering Value: -0.158515
6174 CTE: 0.2018 Steering Value: -0.441839
6175 CTE: 0.2069 Steering Value: -0.242845
6176 CTE: 0.2073 Steering Value: -0.165889
6177 CTE: 0.2039 Steering Value: -0.0208699
6178 CTE: 0.1972 Steering Value: 0.147741
6179 CTE: 0.1972 Steering Value: -0.0915437
6180 CTE: 0.1889 Steering Value: 0.256037
6181 CTE: 0.178 Steering Value: 0.27106
6182 CTE: 0.1674 Steering Value: 0.321211
6183 CTE: 0.1576 Steering Value: 0.303898
6184 CTE: 0.1496 Steering Value: 0.239531
6185 CTE: 0.1437 Steering Value: 0.211372
6186 CTE: 0.1437 Steering Value: 0.0269981
6187 CTE: 0.1396 Steering Value: 0.136167
6188 CTE: 0.136 Steering Value: 0.07478
6189 CTE: 0.1339 Steering Value: 0.0458443
6190 CTE: 0.133 Steering Value: 0.000675939
6191 CTE: 0.133 Steering Value: -0.026091
6192 CTE: 0.1338 Steering Value: -0.0628519
6193 CTE: 0.1352 Steering Value: -0.0836208
6194 CTE: 0.1352 Steering Value: -0.0424441
6195 CTE: 0.1365 Steering Value: -0.0987191
6196 CTE: 0.1381 Steering Value: -0.0968826
6197 CTE: 0.1394 Steering Value: -0.102883
6198 CTE: 0.1403 Steering Value: -0.0858895
6199 CTE: 0.1403 Steering Value: -0.0594185
6200 CTE: 0.1407 Steering Value: -0.0689052
6201 CTE: 0.141 Steering Value: -0.0608304
6202 CTE: 0.1408 Steering Value: -0.0472154
6203 CTE: 0.1402 Steering Value: -0.030095
6204 CTE: 0.1402 Steering Value: -0.0515232
6205 CTE: 0.1394 Steering Value: -0.0255301
6206 CTE: 0.1383 Steering Value: -0.0122561
6207 CTE: 0.1369 Steering Value: -0.00165581
6208 CTE: 0.1353 Steering Value: 0.00760193
6209 CTE: 0.1337 Steering Value: -0.00188187
6210 CTE: 0.1322 Steering Value: 0.00992327
6211 CTE: 0.1307 Steering Value: 0.00830407
6212 CTE: 0.1293 Steering Value: 0.0109316
6213 CTE: 0.1293 Steering Value: -0.0328175
6214 CTE: 0.1281 Steering Value: 0.00776233
6215 CTE: 0.1268 Steering Value: -0.00889213
6216 CTE: 0.1257 Steering Value: -0.0016535
6217 CTE: 0.1263 Steering Value: -0.0547729
6218 CTE: 0.1332 Steering Value: -0.239455
6219 CTE: 0.1447 Steering Value: -0.389788
6220 CTE: 0.1447 Steering Value: -0.051552
6221 CTE: 0.159 Steering Value: -0.526153
6222 CTE: 0.1771 Steering Value: -0.507439
6223 CTE: 0.1919 Steering Value: -0.603846
6224 CTE: 0.2032 Steering Value: -0.520984
6225 CTE: 0.2101 Steering Value: -0.406587
6226 CTE: 0.2101 Steering Value: -0.190961
6227 CTE: 0.2123 Steering Value: -0.196412
6228 CTE: 0.2109 Steering Value: -0.057374
6229 CTE: 0.206 Steering Value: 0.0624898
6230 CTE: 0.1985 Steering Value: 0.152328
6231 CTE: 0.1895 Steering Value: 0.197432
6232 CTE: 0.1799 Steering Value: 0.283069
6233 CTE: 0.1707 Steering Value: 0.283169
6234 CTE: 0.1707 Steering Value: -0.00432958
6235 CTE: 0.1627 Steering Value: 0.283443
6236 CTE: 0.154 Steering Value: 0.163806
6237 CTE: 0.1472 Steering Value: 0.248152
6238 CTE: 0.1416 Steering Value: 0.15262
6239 CTE: 0.1383 Steering Value: 0.126455
6240 CTE: 0.1367 Steering Value: 0.0405377
6241 CTE: 0.1367 Steering Value: -0.00390605
6242 CTE: 0.1361 Steering Value: -0.0123888
6243 CTE: 0.1363 Steering Value: -0.0450774
6244 CTE: 0.1371 Steering Value: -0.063555
6245 CTE: 0.1383 Steering Value: -0.0850171
6246 CTE: 0.1396 Steering Value: -0.0844381
6247 CTE: 0.1408 Steering Value: -0.0830679
6248 CTE: 0.1418 Steering Value: -0.0904878
6249 CTE: 0.1425 Steering Value: -0.0765106
6250 CTE: 0.1425 Steering Value: -0.0570652
6251 CTE: 0.1429 Steering Value: -0.0662805
6252 CTE: 0.143 Steering Value: -0.0546672
6253 CTE: 0.1428 Steering Value: -0.0479374
6254 CTE: 0.1422 Steering Value: -0.0307789
6255 CTE: 0.1413 Steering Value: -0.0225706
6256 CTE: 0.1413 Steering Value: -0.0490406
6257 CTE: 0.1402 Steering Value: -0.00880125
6258 CTE: 0.1387 Steering Value: -0.0386337
6259 CTE: 0.1318 Steering Value: 0.106097
6260 CTE: 0.1297 Steering Value: 0.0148017
6261 CTE: 0.1285 Steering Value: 0.0217372
6262 CTE: 0.1276 Steering Value: -0.00624398
6263 CTE: 0.1271 Steering Value: -0.014875
6264 CTE: 0.1269 Steering Value: -0.0293761
6265 CTE: 0.1288 Steering Value: -0.0974536
6266 CTE: 0.1288 Steering Value: -0.0380771
6267 CTE: 0.1374 Steering Value: -0.34534
6268 CTE: 0.1477 Steering Value: -0.370685
6269 CTE: 0.1607 Steering Value: -0.502097
6270 CTE: 0.176 Steering Value: -0.577063
6271 CTE: 0.1888 Steering Value: -0.499216
6272 CTE: 0.1974 Steering Value: -0.420198
6273 CTE: 0.201 Steering Value: -0.265406
6274 CTE: 0.201 Steering Value: -0.165405
6275 CTE: 0.2007 Steering Value: -0.10493
6276 CTE: 0.197 Steering Value: -0.00328325
6277 CTE: 0.1904 Steering Value: 0.130045
6278 CTE: 0.1815 Steering Value: 0.226766
6279 CTE: 0.1718 Steering Value: 0.283764
6280 CTE: 0.1625 Steering Value: 0.262863
6281 CTE: 0.1544 Steering Value: 0.195481
6282 CTE: 0.1477 Steering Value: 0.226219
6283 CTE: 0.1477 Steering Value: 0.0168455
6284 CTE: 0.1428 Steering Value: 0.154439
6285 CTE: 0.138 Steering Value: 0.107259
6286 CTE: 0.1346 Steering Value: 0.0710337
6287 CTE: 0.1324 Steering Value: 0.0521933
6288 CTE: 0.1313 Steering Value: 0.0122674
6289 CTE: 0.1312 Steering Value: -0.0215343
6290 CTE: 0.1318 Steering Value: -0.0518069
6291 CTE: 0.1318 Steering Value: -0.0330561
6292 CTE: 0.1328 Steering Value: -0.0806679
6293 CTE: 0.1341 Steering Value: -0.0842595
6294 CTE: 0.1353 Steering Value: -0.0918819
6295 CTE: 0.1364 Steering Value: -0.0898707
6296 CTE: 0.1371 Steering Value: -0.0748682
6297 CTE: 0.1373 Steering Value: -0.0636561
6298 CTE: 0.1373 Steering Value: -0.0569887
6299 CTE: 0.1371 Steering Value: -0.0440674
6300 CTE: 0.1367 Steering Value: -0.0371356
6301 CTE: 0.1359 Steering Value: -0.0275294
6302 CTE: 0.1349 Steering Value: -0.0153531
6303 CTE: 0.1337 Steering Value: -0.0070147
6304 CTE: 0.1324 Steering Value: -0.00102725
6305 CTE: 0.1324 Steering Value: -0.0392619
6306 CTE: 0.131 Steering Value: 0.00803393
6307 CTE: 0.1293 Steering Value: 0.00957702
6308 CTE: 0.1277 Steering Value: 0.0172503
6309 CTE: 0.1263 Steering Value: 0.00918352
6310 CTE: 0.125 Steering Value: 0.0025707
6311 CTE: 0.1239 Steering Value: 0.00301543
6312 CTE: 0.123 Steering Value: -0.00440718
6313 CTE: 0.123 Steering Value: -0.0325314
6314 CTE: 0.1223 Steering Value: -0.0119685
6315 CTE: 0.1216 Steering Value: -0.0203257
6316 CTE: 0.1209 Steering Value: -0.0144857
6317 CTE: 0.1203 Steering Value: -0.017967
6318 CTE: 0.1197 Steering Value: -0.0176159
6319 CTE: 0.1197 Steering Value: -0.0352625
6320 CTE: 0.1192 Steering Value: -0.022638
6321 CTE: 0.1186 Steering Value: -0.0218183
6322 CTE: 0.1199 Steering Value: -0.0713118
6323 CTE: 0.1306 Steering Value: -0.337355
6324 CTE: 0.1499 Steering Value: -0.51175
6325 CTE: 0.1674 Steering Value: -0.569791
6326 CTE: 0.1974 Steering Value: -0.607839
6327 CTE: 0.2256 Steering Value: -0.620502
6328 CTE: 0.2492 Steering Value: -0.628802
6329 CTE: 0.2492 Steering Value: -0.203562
6330 CTE: 0.2678 Steering Value: -0.633375
6331 CTE: 0.2827 Steering Value: -0.540602
6332 CTE: 0.292 Steering Value: -0.274816
6333 CTE: 0.2639 Steering Value: 0.385867
6334 CTE: 0.2402 Steering Value: 0.443852
6335 CTE: 0.2135 Steering Value: 0.587991
6336 CTE: 0.1844 Steering Value: 0.600641
6337 CTE: 0.1535 Steering Value: 0.632087
6338 CTE: 0.1213 Steering Value: 0.634848
6339 CTE: 0.088 Steering Value: 0.641708
6340 CTE: 0.0553 Steering Value: 0.64231
6341 CTE: 0.0553 Steering Value: 0.12572
6342 CTE: 0.0238 Steering Value: 0.643938
6343 CTE: -0.0077 Steering Value: 0.531235
6344 CTE: -0.037 Steering Value: 0.644293
6345 CTE: -0.0632 Steering Value: 0.619705
6346 CTE: -0.0854 Steering Value: 0.644371
6347 CTE: -0.103 Steering Value: 0.639007
6348 CTE: -0.103 Steering Value: 0.169907
6349 CTE: -0.1151 Steering Value: 0.555872
6350 CTE: -0.1241 Steering Value: 0.314948
6351 CTE: -0.1267 Steering Value: 0.239561
6352 CTE: -0.1242 Steering Value: 0.0316538
6353 CTE: -0.1169 Steering Value: -0.111635
6354 CTE: -0.1169 Steering Value: 0.0911422
6355 CTE: -0.1075 Steering Value: -0.264767
6356 CTE: -0.0947 Steering Value: -0.324368
6357 CTE: -0.081 Steering Value: -0.457781
6358 CTE: -0.0672 Steering Value: -0.478048
6359 CTE: -0.054 Steering Value: -0.492364
6360 CTE: -0.054 Steering Value: -0.0798647
6361 CTE: -0.0422 Steering Value: -0.4597
6362 CTE: -0.0299 Steering Value: -0.389021
6363 CTE: -0.0197 Steering Value: -0.373907
6364 CTE: -0.0123 Steering Value: -0.282929
6365 CTE: -0.0081 Steering Value: -0.192002
6366 CTE: -0.0067 Steering Value: -0.0970842
6367 CTE: -0.0067 Steering Value: -0.0559079
6368 CTE: 0.0065 Steering Value: -0.459323
6369 CTE: 0.0148 Steering Value: -0.272205
6370 CTE: 0.0083 Steering Value: 0.072162
6371 CTE: 0.0011 Steering Value: 0.169092
6372 CTE: 0.0051 Steering Value: -0.09309
6373 CTE: 0.0051 Steering Value: 0.0180212
6374 CTE: 0.0072 Steering Value: -0.0886612
6375 CTE: 0.008 Steering Value: -0.015713
6376 CTE: 0.0067 Steering Value: 0.0206901
6377 CTE: 0.0039 Steering Value: 0.0769874
6378 CTE: 0 Steering Value: 0.130197
6379 CTE: -0.0044 Steering Value: 0.151335
6380 CTE: -0.0044 Steering Value: 0.0219236
6381 CTE: -0.0085 Steering Value: 0.176041
6382 CTE: -0.0131 Steering Value: 0.165854
6383 CTE: -0.0168 Steering Value: 0.162878
6384 CTE: -0.0193 Steering Value: 0.119311
6385 CTE: -0.0205 Steering Value: 0.0694924
6386 CTE: -0.0204 Steering Value: 0.0323859
6387 CTE: -0.0194 Steering Value: -0.00462342
6388 CTE: -0.0194 Steering Value: 0.0247882
6389 CTE: -0.0179 Steering Value: -0.0387064
6390 CTE: -0.0157 Steering Value: -0.0471857
6391 CTE: -0.0132 Steering Value: -0.0899621
6392 CTE: -0.0106 Steering Value: -0.0845565
6393 CTE: -0.0106 Steering Value: -0.00330652
6394 CTE: -0.0082 Steering Value: -0.0871798
6395 CTE: -0.0054 Steering Value: -0.0652934
6396 CTE: -0.003 Steering Value: -0.0943123
6397 CTE: -0.0008 Steering Value: -0.0789471
6398 CTE: -0.0008 Steering Value: -0.0101971
6399 CTE: 0.001 Steering Value: -0.0699655
6400 CTE: 0.0028 Steering Value: -0.0466254
6401 CTE: 0.0042 Steering Value: -0.0564663
6402 CTE: 0.0053 Steering Value: -0.044621
6403 CTE: 0.0059 Steering Value: -0.0290311
6404 CTE: 0.0059 Steering Value: -0.0102811
6405 CTE: 0.0063 Steering Value: -0.0144155
6406 CTE: 0.0067 Steering Value: -0.00914098
6407 CTE: 0.0067 Steering Value: -0.000445312
6408 CTE: 0.0068 Steering Value: -0.000836387
6409 CTE: -0.0567 Steering Value: 0.503711
6410 CTE: -0.0766 Steering Value: 0.503625
6411 CTE: 0.0748 Steering Value: -0.3863
6412 CTE: 0.1137 Steering Value: -0.386318
6413 CTE: 0.1562 Steering Value: -0.58047
6414 CTE: 0.1966 Steering Value: -0.580474
6415 CTE: 0.2342 Steering Value: -0.622831
6416 CTE: 0.2686 Steering Value: -0.622832
6417 CTE: 0.2993 Steering Value: -0.632073
6418 CTE: 0.2993 Steering Value: -0.221863
6419 CTE: 0.3256 Steering Value: -0.634089
6420 CTE: 0.3486 Steering Value: -0.544595
6421 CTE: 0.3668 Steering Value: -0.634529
6422 CTE: 0.3796 Steering Value: -0.584441
6423 CTE: 0.3864 Steering Value: -0.463047
6424 CTE: 0.3869 Steering Value: -0.251674
6425 CTE: 0.381 Steering Value: -0.0562523
6426 CTE: 0.3701 Steering Value: 0.178493
6427 CTE: 0.3701 Steering Value: -0.162129
6428 CTE: 0.3573 Steering Value: 0.362226
6429 CTE: 0.3405 Steering Value: 0.391286
6430 CTE: 0.3228 Steering Value: 0.451782
6431 CTE: 0.305 Steering Value: 0.521202
6432 CTE: 0.2878 Steering Value: 0.521912
6433 CTE: 0.2878 Steering Value: 0.0160314
6434 CTE: 0.2721 Steering Value: 0.497805
6435 CTE: 0.2555 Steering Value: 0.391766
6436 CTE: 0.2412 Steering Value: 0.437274
6437 CTE: 0.2298 Steering Value: 0.355631
6438 CTE: 0.2222 Steering Value: 0.256075
6439 CTE: 0.2183 Steering Value: 0.130609
6440 CTE: 0.2183 Steering Value: 0.0159043
6441 CTE: 0.2167 Steering Value: 0.0172924
6442 CTE: 0.2165 Steering Value: -0.0517909
6443 CTE: 0.2178 Steering Value: -0.0818348
6444 CTE: 0.22 Steering Value: -0.142242
6445 CTE: 0.2227 Steering Value: -0.148357
6446 CTE: 0.2252 Steering Value: -0.168315
6447 CTE: 0.2274 Steering Value: -0.157891
6448 CTE: 0.2287 Steering Value: -0.137635
6449 CTE: 0.2292 Steering Value: -0.115026
6450 CTE: 0.2288 Steering Value: -0.0843358
6451 CTE: 0.2276 Steering Value: -0.0562358
6452 CTE: 0.2276 Steering Value: -0.0895669
6453 CTE: 0.2259 Steering Value: -0.0195649
6454 CTE: 0.2235 Steering Value: -0.0121945
6455 CTE: 0.2208 Steering Value: 0.0043513
6456 CTE: 0.2178 Steering Value: 0.0240421
6457 CTE: 0.2148 Steering Value: 0.040316
6458 CTE: 0.2148 Steering Value: -0.0596831
6459 CTE: 0.2095 Steering Value: 0.0702073
6460 CTE: 0.2095 Steering Value: -0.050247
6461 CTE: 0.2076 Steering Value: 0.0201776
6462 CTE: 0.2056 Steering Value: -0.0132789
6463 CTE: 0.2039 Steering Value: 0.000164525
6464 CTE: 0.2023 Steering Value: -0.00644626
6465 CTE: 0.2009 Steering Value: -0.0195855
6466 CTE: 0.2009 Steering Value: -0.0564268
6467 CTE: 0.1995 Steering Value: -0.0136486
6468 CTE: 0.198 Steering Value: -0.023785
6469 CTE: 0.1965 Steering Value: -0.00812056
6470 CTE: 0.195 Steering Value: -0.0204084
6471 CTE: 0.1942 Steering Value: -0.0312249
6472 CTE: 0.1942 Steering Value: -0.0562241
6473 CTE: 0.2022 Steering Value: -0.313665
6474 CTE: 0.2383 Steering Value: -0.508459
6475 CTE: 0.236 Steering Value: -0.0748977
6476 CTE: 0.2668 Steering Value: -0.60712
6477 CTE: 0.3083 Steering Value: -0.512532
6478 CTE: 0.3465 Steering Value: -0.628646
6479 CTE: 0.3465 Steering Value: -0.232596
6480 CTE: 0.3805 Steering Value: -0.633341
6481 CTE: 0.4111 Steering Value: -0.546937
6482 CTE: 0.4369 Steering Value: -0.634366
6483 CTE: 0.4816 Steering Value: -0.59358
6484 CTE: 0.4842 Steering Value: -0.366519
6485 CTE: 0.4794 Steering Value: -0.149515
6486 CTE: 0.468 Steering Value: 0.163442
6487 CTE: 0.4518 Steering Value: 0.312115
6488 CTE: 0.4518 Steering Value: -0.164351
6489 CTE: 0.4334 Steering Value: 0.51688
6490 CTE: 0.4104 Steering Value: 0.467952
6491 CTE: 0.386 Steering Value: 0.616573
6492 CTE: 0.3611 Steering Value: 0.605899
6493 CTE: 0.3611 Steering Value: -0.00243127
6494 CTE: 0.3364 Steering Value: 0.635994
6495 CTE: 0.3098 Steering Value: 0.503278
